id,title,author,book_page_url,image_url
138,Voltaire in Love,Nancy Mitford,https://www.nyrb.com/collections/classics/products/voltaire-in-love,https://cdn.shopify.com/s/files/1/0726/9203/products/Voltaire-in-Love_large.jpg?v=1528394288
139,Virgin Soil,Ivan Turgenev,https://www.nyrb.com/collections/classics/products/virgin-soil,https://cdn.shopify.com/s/files/1/0726/9203/products/Virgin-Soil_large.jpg?v=1528394288
140,Victorine,Maude Hutchins,https://www.nyrb.com/collections/classics/products/victorine,https://cdn.shopify.com/s/files/1/0726/9203/products/Victorine_large.jpg?v=1528394288
141,Varieties of Exile,Mavis Gallant,https://www.nyrb.com/collections/classics/products/varieties-of-exile,https://cdn.shopify.com/s/files/1/0726/9203/products/varieties-of-exile_large.jpg?v=1528394289
142,Unknown Masterpieces,Edwin Frank,https://www.nyrb.com/collections/classics/products/unknown-masterpieces,https://cdn.shopify.com/s/files/1/0726/9203/products/UnknownMasterpieces_large.jpg?v=1528394289
143,Unforgiving Years,Victor Serge,https://www.nyrb.com/collections/classics/products/unforgiving-years,https://cdn.shopify.com/s/files/1/0726/9203/products/unforgiving-years_large.jpg?v=1528394289
144,Tyrant Banderas,Ramón del Valle-Inclán,https://www.nyrb.com/collections/classics/products/tyrant-banderas,https://cdn.shopify.com/s/files/1/0726/9203/products/Tyrant-Banderas_large.jpg?v=1528394290
145,Twenty Thousand Streets Under the Sky,Patrick Hamilton,https://www.nyrb.com/collections/classics/products/twenty-thousand-streets-under-the-sky,https://cdn.shopify.com/s/files/1/0726/9203/products/TwentyThousandStreets_large.jpg?v=1528394290
146,Twenty Days with Julian & Little Bunny by Papa,Nathaniel Hawthorne,https://www.nyrb.com/collections/classics/products/twenty-days-with-julian-amp-little-bunny-by-papa,https://cdn.shopify.com/s/files/1/0726/9203/products/TwentyDays_large.jpg?v=1528394290
147,Turtle Diary,Russell Hoban,https://www.nyrb.com/collections/classics/products/turtle-diary,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-turtle-diary-313_a134ecb5-9675-4225-ad70-0c597799a14c_large.jpeg?v=1528394291
148,Tun-huang,Yasushi Inoue,https://www.nyrb.com/collections/classics/products/tun-huang,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-tun-huang-111_8865146c-3976-4524-b16a-ee21f62033e9_large.png?v=1528394291
149,Troubles,J.G. Farrell,https://www.nyrb.com/collections/classics/products/troubles,https://cdn.shopify.com/s/files/1/0726/9203/products/Troubles_large.jpg?v=1528394291
150,Tropic Moon,Georges Simenon,https://www.nyrb.com/collections/classics/products/tropic-moon,https://cdn.shopify.com/s/files/1/0726/9203/products/Tropic-Moon_large.jpg?v=1528394292
151,Tristana,Benito Pérez Galdós,https://www.nyrb.com/collections/classics/products/tristana,https://cdn.shopify.com/s/files/1/0726/9203/products/Tristana_large.jpg?v=1528394292
152,Transit,Anna Seghers,https://www.nyrb.com/collections/classics/products/transit,https://cdn.shopify.com/s/files/1/0726/9203/products/Transit_large.jpg?v=1528394293
153,Totempole,Sanford Friedman,https://www.nyrb.com/collections/classics/products/totempole,https://cdn.shopify.com/s/files/1/0726/9203/products/Totempole_large.jpg?v=1528394293
154,To Each His Own,Leonardo Sciascia,https://www.nyrb.com/collections/classics/products/to-each-his-own,https://cdn.shopify.com/s/files/1/0726/9203/products/To-Each-His-Own_large.jpg?v=1528394293
155,Thus Were Their Faces,Silvina Ocampo,https://www.nyrb.com/collections/classics/products/thus-were-their-faces,https://cdn.shopify.com/s/files/1/0726/9203/products/thusweretheirfaces_large.jpg?v=1528394294
156,They Burn the Thistles,Yashar Kemal,https://www.nyrb.com/collections/classics/products/they-burn-the-thistles,https://cdn.shopify.com/s/files/1/0726/9203/products/They-Burn-the-Thistles_large.jpg?v=1528394294
157,The Year of the French,Thomas Flanagan,https://www.nyrb.com/collections/classics/products/the-year-of-the-french,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Year-of-the-French_large.jpg?v=1528394294
158,The World of Odysseus,M.I. Finley,https://www.nyrb.com/collections/classics/products/the-world-of-odysseus,https://cdn.shopify.com/s/files/1/0726/9203/products/The-World-of-Odysseus-Cover_large.jpg?v=1528394294
159,The World I Live In,Helen Keller,https://www.nyrb.com/collections/classics/products/the-world-i-live-in,https://cdn.shopify.com/s/files/1/0726/9203/products/The-World-I-Live-In_large.jpg?v=1528394295
160,The World As I Found It,Bruce Duffy,https://www.nyrb.com/collections/classics/products/the-world-as-i-found-it,https://cdn.shopify.com/s/files/1/0726/9203/products/The-World-as-I-Found-It_large.jpg?v=1528394295
161,The Wooden Shepherdess,Richard Hughes,https://www.nyrb.com/collections/classics/products/the-wooden-shepherdess,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Wooden-Shepherdess_large.jpg?v=1528394295
162,The Woman Who Borrowed Memories,Tove Jansson,https://www.nyrb.com/collections/classics/products/the-woman-who-borrowed-memories,https://cdn.shopify.com/s/files/1/0726/9203/products/Woman-Who-Borrowed-Memories_large.jpg?v=1528394296
163,The Wine-Dark Sea,Leonardo Sciascia,https://www.nyrb.com/collections/classics/products/the-wine-dark-sea,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Wine-Dark-Sea_large.jpg?v=1528394296
164,The Wedding of Zein,Tayeb Salih,https://www.nyrb.com/collections/classics/products/the-wedding-of-zein,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Wedding-of-Zein_large.jpg?v=1528394297
165,The Way of the World,Nicolas Bouvier,https://www.nyrb.com/collections/classics/products/the-way-of-the-world,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Way-of-the-World_large.jpg?v=1528394297
166,The Waste Books,Georg Christoph Lichtenberg,https://www.nyrb.com/collections/classics/products/the-waste-books,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Waste-Books_large.jpg?v=1528394298
167,The War of the Worlds,H.G. Wells,https://www.nyrb.com/collections/classics/products/the-war-of-the-worlds,https://cdn.shopify.com/s/files/1/0726/9203/products/War-of-Worlds_large.jpg?v=1528394298
168,The Voyage That Never Ends,Malcolm Lowry,https://www.nyrb.com/collections/classics/products/the-voyage-that-never-ends,https://cdn.shopify.com/s/files/1/0726/9203/products/VoyageNeverEnds_large.jpg?v=1528394298
169,The Vet's Daughter,Barbara Comyns,https://www.nyrb.com/collections/classics/products/the-vets-daughter,https://cdn.shopify.com/s/files/1/0726/9203/products/Vet_s-Daughter_large.jpg?v=1528394298
170,The Use of Man,Aleksandar Tišma,https://www.nyrb.com/collections/classics/products/the-use-of-man,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the-use-of-man-379_82c07159-20df-49a1-94b8-96a51f23a148_large.png?v=1528394299
171,The Unrest-Cure and Other Stories,Saki,https://www.nyrb.com/collections/classics/products/the-unrest-cure-and-other-stories,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Unrest-Cure_large.jpg?v=1528394299
172,The Unpossessed,Tess Slesinger,https://www.nyrb.com/collections/classics/products/the-unpossessed,https://cdn.shopify.com/s/files/1/0726/9203/products/unposessed_large.jpg?v=1528394299
173,The Unknown Masterpiece,Honoré de Balzac,https://www.nyrb.com/collections/classics/products/the-unknown-masterpiece,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Unknown-Masterpiece_large.jpg?v=1528394300
174,The True Deceiver,Tove Jansson,https://www.nyrb.com/collections/classics/products/the-true-deceiver,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the-true-deceiver-24_large.jpg?v=1528394300
175,The Traveller's Tree,Patrick Leigh Fermor,https://www.nyrb.com/collections/classics/products/the-traveller-s-tree,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Travellers-Tree_large.jpg?v=1528394300
176,The Tiger in the House,Carl Van Vechten,https://www.nyrb.com/collections/classics/products/the-tiger-in-the-house,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Tiger-in-the-House_large.jpg?v=1528394301
177,The Three Christs of Ypsilanti,Milton Rokeach,https://www.nyrb.com/collections/classics/products/the-three-christs-of-ypsilanti,https://cdn.shopify.com/s/files/1/0726/9203/products/three-christs_large.jpg?v=1528394301
178,The Thirty Years War,C.V. Wedgwood,https://www.nyrb.com/collections/classics/products/the-thirty-years-war,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Thirty-Years-War_large.jpg?v=1528394301
179,The Tenants of Moonbloom,Edward Lewis Wallant,https://www.nyrb.com/collections/classics/products/the-tenants-of-moonbloom,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Tenants-of-Moonbloom_large.jpg?v=1528394302
180,The Ten Thousand Things,Maria Dermout,https://www.nyrb.com/collections/classics/products/the-ten-thousand-things,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Ten-Thousand-Things_large.jpg?v=1528394302
181,The Sun King,Nancy Mitford,https://www.nyrb.com/collections/classics/products/the-sun-king,https://cdn.shopify.com/s/files/1/0726/9203/products/Sun-King_large.jpg?v=1528394302
182,The Summer Book,Tove Jansson,https://www.nyrb.com/collections/classics/products/the-summer-book,https://cdn.shopify.com/s/files/1/0726/9203/products/Summer-Book_large.jpg?v=1528394303
183,The Stuffed Owl,D. B. Wyndham Lewis,https://www.nyrb.com/collections/classics/products/the-stuffed-owl,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Stuffed-Owl_large.jpg?v=1528394303
184,The Stray Dog Cabaret,Paul Schmidt,https://www.nyrb.com/collections/classics/products/the-stray-dog-cabaret,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Stray-Dog-Cabaret_large.jpg?v=1528394303
185,The Stories of J.F. Powers,J.F. Powers,https://www.nyrb.com/collections/classics/products/the-stories-of-jf-powers,https://cdn.shopify.com/s/files/1/0726/9203/products/Stories-of-JF-Powers_large.jpg?v=1528394304
186,The Stammering Century,Gilbert Seldes,https://www.nyrb.com/collections/classics/products/the-stammering-century,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the-stammering-century-249_212bccb4-7fb7-419f-91a3-6baef1fc04e4_large.png?v=1528394304
187,The Stalin Front,Gert Ledig,https://www.nyrb.com/collections/classics/products/the-stalin-front,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Stalin-Front_large.jpg?v=1528394304
188,The Snows of Yesteryear,Gregor von Rezzori,https://www.nyrb.com/collections/classics/products/the-snows-of-yesteryear,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Snows-of-Yesteryear_large.jpg?v=1528394305
189,The Slynx,Tatyana Tolstaya,https://www.nyrb.com/collections/classics/products/the-slynx,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the-slynx-239_270d0545-77c8-4a75-8c59-ec38e0e8c6be_large.png?v=1528394305
190,The Slaves of Solitude,Patrick Hamilton,https://www.nyrb.com/collections/classics/products/the-slaves-of-solitude,https://cdn.shopify.com/s/files/1/0726/9203/products/SlavesOfSolitude_large.jpg?v=1528394305
191,The Skin,Curzio Malaparte,https://www.nyrb.com/collections/classics/products/the-skin,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Skin_large.jpg?v=1528394306
192,The Singapore Grip,J.G. Farrell,https://www.nyrb.com/collections/classics/products/the-singapore-grip,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Singapore-Grip_large.jpg?v=1528394306
193,The Siege of Krishnapur,J.G. Farrell,https://www.nyrb.com/collections/classics/products/the-siege-of-krishnapur,https://cdn.shopify.com/s/files/1/0726/9203/products/siege-of-krishnapur_large.jpg?v=1528394306
194,The Selected Works of Cesare Pavese,Cesare Pavese,https://www.nyrb.com/collections/classics/products/the-selected-works-of-cesare-pavese,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Selected-Works-of-Cesare-Pavese_large.jpg?v=1528394307
195,The Selected Poems of Osip Mandelstam,Osip Mandelstam,https://www.nyrb.com/collections/classics/products/selected-poems-of-osip-mandelstam,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Selected-Poems-of-Osip-Mandelstam_large.jpg?v=1528394307
196,The Secret Commonwealth,Robert Kirk,https://www.nyrb.com/collections/classics/products/the-secret-commonwealth,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Secret-Commonwealth_large.jpg?v=1528394308
197,The Root and the Flower,L.H. Myers,https://www.nyrb.com/collections/classics/products/the-root-and-the-flower,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Root-and-the-Flower_large.jpg?v=1528394308
198,The Road,Vasily Grossman,https://www.nyrb.com/collections/classics/products/the-road,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Road_large.jpg?v=1528394308
199,The Rider on the White Horse,Theodor Storm,https://www.nyrb.com/collections/classics/products/the-rider-on-the-white-horse,https://cdn.shopify.com/s/files/1/0726/9203/products/RiderWhiteHorse_large.jpg?v=1528394308
200,The Radiance of the King,Camara Laye,https://www.nyrb.com/collections/classics/products/the-radiance-of-the-king-1,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Radiance-of-the-King_large.jpg?v=1528394309
201,The Queue,Vladimir Sorokin,https://www.nyrb.com/collections/classics/products/the-queue,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Queue_large.jpg?v=1528394309
202,The Quest for Corvo,A.J.A. Symons,https://www.nyrb.com/collections/classics/products/the-quest-for-corvo,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Quest-for-Corvo_large.jpg?v=1528394309
203,The Pure and the Impure,Colette,https://www.nyrb.com/collections/classics/products/the-pure-and-the-impure,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Pure-and-Impure_large.jpg?v=1528394310
204,The Pumpkin Eater,Penelope Mortimer,https://www.nyrb.com/collections/classics/products/the-pumpkin-eater,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Pumpkin-Eater_large.jpg?v=1528394310
205,The Professor and the Siren,Giuseppe Tomasi di Lampedusa,https://www.nyrb.com/collections/classics/products/the-siren,https://cdn.shopify.com/s/files/1/0726/9203/products/Professor-and-the-Siren_large.jpg?v=1528394311
206,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,https://www.nyrb.com/collections/classics/products/the-private-memoirs-and-confessions-of-a-justified-sinner,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Private-Memoirs-and-Confessions-of-a-Justified-Sinner_large.jpg?v=1528394311
207,The Prince of Minor Writers,Max Beerbohm,https://www.nyrb.com/collections/classics/products/the_prince_of_minor_writers_the_selected_essays_of_max_beerbohm,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Prince-of-Minor-Writers_large.jpg?v=1528394311
208,The Prank,"Anton Chekhov, Nikolay Chekhov",https://www.nyrb.com/collections/classics/products/the_prank,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the_prank-509_4702ba62-617c-42ab-86e3-b9f2b6fbc21b_large.jpeg?v=1528394312
209,The Post-Office Girl,Stefan Zweig,https://www.nyrb.com/collections/classics/products/the-post-office-girl,https://cdn.shopify.com/s/files/1/0726/9203/products/post-office-girl_large.jpg?v=1528394312
210,The Pilgrim Hawk,Glenway Wescott,https://www.nyrb.com/collections/classics/products/the-pilgrim-hawk-a-love-story-1,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Pilgrim-Hawk_large.jpg?v=1528394312
211,The Peregrine,J.A. Baker,https://www.nyrb.com/collections/classics/products/the-peregrine,https://cdn.shopify.com/s/files/1/0726/9203/products/the-peregrine_large.jpg?v=1528394312
212,The Peach Blossom Fan,K’ung Shang-jen,https://www.nyrb.com/collections/classics/products/the-peach-blossom-fan,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the-peach-blossom-fan-522_439dc494-98b6-4f92-8f59-92b31acd7a4a_large.jpeg?v=1528394313
213,The Outward Room,Millen Brand,https://www.nyrb.com/collections/classics/products/the-outward-room,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Outward-Room_large.jpg?v=1528394313
214,The Outcry,Henry James,https://www.nyrb.com/collections/classics/products/the-outcry,https://cdn.shopify.com/s/files/1/0726/9203/products/TheOutcry_large.jpg?v=1528394313
215,The Other House,Henry James,https://www.nyrb.com/collections/classics/products/the-other-house,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Other-House_large.jpg?v=1430165977
216,The Other,Thomas Tryon,https://www.nyrb.com/collections/classics/products/the-other-tryon,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Other_large.jpg?v=1528394314
217,The One-Straw Revolution,Masanobu Fukuoka,https://www.nyrb.com/collections/classics/products/the-one-straw-revolution,https://cdn.shopify.com/s/files/1/0726/9203/products/The-One-Straw-Revolution_large.jpg?v=1528394314
218,The Old Man and Me,Elaine Dundy,https://www.nyrb.com/collections/classics/products/the-old-man-and-me,https://cdn.shopify.com/s/files/1/0726/9203/products/Old-Man-and-Me-cvr_large.jpg?v=1528394314
219,The Old Devils,Kingsley Amis,https://www.nyrb.com/collections/classics/products/the-old-devils,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the-old-devils-273_9dbee059-6d52-4106-9e3c-2d372b6927a4_large.png?v=1528394315
220,The Notebooks of Joseph Joubert,Joseph Joubert,https://www.nyrb.com/collections/classics/products/the-notebooks-of-joseph-joubert,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Notebooks-of-Joseph-Joubert_large.jpg?v=1528394315
221,The New York Stories of Henry James,Henry James,https://www.nyrb.com/collections/classics/products/the-new-york-stories-of-henry-james,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the-new-york-stories-of-henry-james-245_a8200a03-17d8-43d4-bd88-c3aaf6ea85ba_large.jpeg?v=1528394316
222,The New York Stories of Elizabeth Hardwick,Elizabeth Hardwick,https://www.nyrb.com/collections/classics/products/the-new-york-stories-of-elizabeth-hardwick,https://cdn.shopify.com/s/files/1/0726/9203/products/The-New-York-Stories-of-Elizabeth-Hardwick_large.jpg?v=1528394316
223,The New York Stories of Edith Wharton,Edith Wharton,https://www.nyrb.com/collections/classics/products/the-new-york-stories-of-edith-wharton,https://cdn.shopify.com/s/files/1/0726/9203/products/The-New-York-Stories-of-Edith-Wharton_large.jpg?v=1528394316
224,The Murderess,Alexandros Papadiamantis,https://www.nyrb.com/collections/classics/products/the-murderess,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the-murderess-86_7460ff4e-ac3d-4ce8-b8e8-69dc700e433d_large.jpeg?v=1528394316
225,The Mountain Lion,Jean Stafford,https://www.nyrb.com/collections/classics/products/the-mountain-lion,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the-mountain-lion-88_1dceb2fe-1f2b-4a96-8d10-56202a21981d_large.png?v=1528394317
226,The Moro Affair,Leonardo Sciascia,https://www.nyrb.com/collections/classics/products/the-moro-affair,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Moro-Affair_large.jpg?v=1528394317
227,The Moon and the Bonfires,Cesare Pavese,https://www.nyrb.com/collections/classics/products/the-moon-and-the-bonfires,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the-moon-and-the-bonfires-233_474876ff-943b-4b36-817b-6b7441e1ffa1_large.png?v=1528394318
228,The Mirador,Élisabeth Gille,https://www.nyrb.com/collections/classics/products/the-mirador,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Mirador_large.jpg?v=1528394318
229,The Middle of the Journey,Lionel Trilling,https://www.nyrb.com/collections/classics/products/the-middle-of-the-journey,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Middle-of-the-Journey_large.jpg?v=1528394318
230,The Mangan Inheritance,Brian Moore,https://www.nyrb.com/collections/classics/products/the-mangan-inheritance,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Mangan-Inheritance_large.jpg?v=1528394318
231,The Mad and the Bad,Jean-Patrick Manchette,https://www.nyrb.com/collections/classics/products/the-mad-and-the-bad,https://cdn.shopify.com/s/files/1/0726/9203/products/the-mad-and-the-bad_large.jpg?v=1528394319
232,The Lore and Language of Schoolchildren,Iona and Peter Opie,https://www.nyrb.com/collections/classics/products/the-lore-and-language-of-schoolchildren,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Lore-and-Language-of-Schoolchildren_large.jpg?v=1528394319
233,The Lord Chandos Letter and Other Writings,Hugo von Hofmannsthal,https://www.nyrb.com/collections/classics/products/the-lord-chandos-letter-and-other-writings,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Lord-Chandos-Letter_large.jpg?v=1528394319
234,The Long Ships,Frans G. Bengtsson,https://www.nyrb.com/collections/classics/products/the-long-ships,https://cdn.shopify.com/s/files/1/0726/9203/products/the-long-ships_large.jpg?v=1528394320
235,The Lonely Passion of Judith Hearne,Brian Moore,https://www.nyrb.com/collections/classics/products/the-lonely-passion-of-judith-hearne,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Lonely-Passion-of-Judith-Hearne_large.jpg?v=1528394320
236,The Living Thoughts of Kierkegaard,,https://www.nyrb.com/collections/classics/products/the-living-thoughts-of-kierkegaard,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Living-Thoughts-of-Kierkegaard_large.jpg?v=1528394320
237,The Little Town Where Time Stood Still,Bohumil Hrabal,https://www.nyrb.com/collections/classics/products/the_little_town_where_time_stood_still,https://cdn.shopify.com/s/files/1/0726/9203/products/LittleTownTimeStoodStill_large.jpg?v=1528394321
238,The Life of Lazarillo de Tormes,,https://www.nyrb.com/collections/classics/products/the-life-of-lazarillo-de-tormes,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Life-of-Lazarillo-de-Tormes_large.jpg?v=1528394321
239,The Life of Henry Brulard,Stendhal,https://www.nyrb.com/collections/classics/products/the-life-of-henry-brulard,https://cdn.shopify.com/s/files/1/0726/9203/products/LifeHenryBrulard_large.jpg?v=1528394322
240,The Liberal Imagination,Lionel Trilling,https://www.nyrb.com/collections/classics/products/the-liberal-imagination,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Liberal-Imagination_large.jpg?v=1528394322
241,The Letter Killers Club,Sigizmund Krzhizhanovsky,https://www.nyrb.com/collections/classics/products/the-letter-killers-club,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Letter-Killers-Club_large.jpg?v=1528394322
242,The Late Mattia Pascal,Luigi Pirandello,https://www.nyrb.com/collections/classics/products/the-late-mattia-pascal,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Late-Mattia-Pascal_large.jpg?v=1528394323
243,The Land Breakers,John Ehle,https://www.nyrb.com/collections/classics/products/the-land-breakers,https://cdn.shopify.com/s/files/1/0726/9203/products/Land-Breakers-Cover_large.jpg?v=1528394323
244,The Judges of the Secret Court,David Stacton,https://www.nyrb.com/collections/classics/products/the-judges-of-the-secret-court,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Judges-of-the-Secret-Court_large.jpg?v=1528394323
245,The Journal 1837–1861,Henry David Thoreau,https://www.nyrb.com/collections/classics/products/the-journal-1837-1861,https://cdn.shopify.com/s/files/1/0726/9203/products/Thoreau_Journal_revised_large.jpg?v=1496854048
246,The Jokers,Albert Cossery,https://www.nyrb.com/collections/classics/products/the-jokers,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the-jokers-79_a855c6ff-60b8-4fb7-8c0a-69f60dcaf1c2_large.jpeg?v=1528394324
247,The Jeffersonian Transformation,Henry Adams,https://www.nyrb.com/collections/classics/products/the-jeffersonian-transformation,https://cdn.shopify.com/s/files/1/0726/9203/products/jeffersoniantransformation_large.jpg?v=1528394324
248,The Ivory Tower,Henry James,https://www.nyrb.com/collections/classics/products/the-ivory-tower,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Ivory-Tower_large.jpg?v=1528394325
249,The Invention of Morel,Adolfo Bioy Casares,https://www.nyrb.com/collections/classics/products/the-invention-of-morel,https://cdn.shopify.com/s/files/1/0726/9203/products/Invention-Morel_large.jpg?v=1528394325
250,The Inferno of Dante Alighieri,,https://www.nyrb.com/collections/classics/products/the-inferno-of-dante-alighieri,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Inferno-of-Dante-Alighieri_large.jpg?v=1528394325
251,The Human Comedy,Honoré de Balzac,https://www.nyrb.com/collections/classics/products/the-human-comedy,https://cdn.shopify.com/s/files/1/0726/9203/products/human-comedy-cover_large.jpg?v=1528394326
252,The Haunted Looking Glass,Edward Gorey,https://www.nyrb.com/collections/classics/products/the-haunted-looking-glass,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Haunted-Looking-Glass_large.jpg?v=1528394326
253,The Hall of Uselessness,Simon Leys,https://www.nyrb.com/collections/classics/products/the-hall-of-uselessness-collected-essays,https://cdn.shopify.com/s/files/1/0726/9203/products/Hall-of-Uselessness-Cover_large.jpg?v=1528394326
254,The Green Man,Kingsley Amis,https://www.nyrb.com/collections/classics/products/the-green-man,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Green-Man-Cover_large.jpg?v=1528394327
255,The Gray Notebook,Josep Pla,https://www.nyrb.com/collections/classics/products/the-gray-notebook,https://cdn.shopify.com/s/files/1/0726/9203/products/Gray-Notebook_large.jpg?v=1528394327
256,The Goshawk,T.H. White,https://www.nyrb.com/collections/classics/products/the-goshawk,https://cdn.shopify.com/s/files/1/0726/9203/products/Goshawk-cvr_large.jpg?v=1528394328
257,The Golovlyov Family,Shchedrin,https://www.nyrb.com/collections/classics/products/the-golovlyov-family,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Golovlyov-Family_large.jpg?v=1528394328
258,The Go-Between,L.P. Hartley,https://www.nyrb.com/collections/classics/products/the-go-between,https://cdn.shopify.com/s/files/1/0726/9203/products/the-go-between_large.jpg?v=1528394328
259,The Glass Bees,Ernst Jünger,https://www.nyrb.com/collections/classics/products/the-glass-bees,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Glass-Bees_large.jpg?v=1528394329
260,The Gate,Natsume Sōseki,https://www.nyrb.com/collections/classics/products/the-gate,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Gate-Cover_large.jpg?v=1528394329
261,The Gallery,John Horne Burns,https://www.nyrb.com/collections/classics/products/the-gallery,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Gallery_large.jpg?v=1528394329
262,The Furies,Janet Hobhouse,https://www.nyrb.com/collections/classics/products/the-furies,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the-furies-238_a0548d7a-b474-43af-a989-3d41c955b7d4_large.png?v=1528394330
263,The Fox in the Attic,Richard Hughes,https://www.nyrb.com/collections/classics/products/the-fox-in-the-attic,https://cdn.shopify.com/s/files/1/0726/9203/products/Fox-in-the-Attic_large.jpg?v=1528394330
264,The Fountain Overflows,Rebecca West,https://www.nyrb.com/collections/classics/products/the-fountain-overflows,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Fountain-Overflows_large.jpg?v=1528394330
265,The Foundation Pit,Andrey Platonov,https://www.nyrb.com/collections/classics/products/the-foundation-pit,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Foundation-Pit_large.jpg?v=1528394331
266,The Family Mashber,Der Nister,https://www.nyrb.com/collections/classics/products/the-family-mashber,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Family-Mashber_large.jpg?v=1528394331
267,The Exploits and Adventures of Brigadier Gerard,Arthur Conan Doyle,https://www.nyrb.com/collections/classics/products/the-exploits-and-adventures-of-brigadier-gerard,https://cdn.shopify.com/s/files/1/0726/9203/products/ExploitsBragadierGerard_large.jpg?v=1528394331
268,The Expendable Man,Dorothy B. Hughes,https://www.nyrb.com/collections/classics/products/the-expendable-man,https://cdn.shopify.com/s/files/1/0726/9203/products/productimage-picture-the-expendable-man-257_1594f061-e62d-428e-aee3-58f81e3fa420_large.png?v=1528394332
269,The Enchanted April,Elizabeth von Arnim,https://www.nyrb.com/collections/classics/products/the-enchanted-april,https://cdn.shopify.com/s/files/1/0726/9203/products/The-Enchanted-April_large.jpg?v=1528394332
